AIRPORT,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_COUNTRY_NAME,AIRPORT_STATE_NAME,LAT_DEGREES,LATITUDE,LON_DEGREES,LONGITUDE
KPV,"Perryville, AK",United States,Alaska,55,55.90666667,159,-159.1608333
KPY,"Port Bailey, AK",United States,Alaska,57,57.93333333,153,-153.0333333
KQA,"Akutan, AK",United States,Alaska,54,54.13333333,165,-165.7833333
KRM,"Kasitsna Bay, AK",United States,Alaska,59,59.46972222,151,-151.5711111
KS2,"Burlington, KS",United States,Kansas,38,38.3025,95,-95.725
KS3,"Hiawatha, KS",United States,Kansas,39,39.87805556,95,-95.5225
KS3,"Hiawatha, KS",United States,Kansas,39,39.87916667,95,-95.52527778
KSM,"St. Mary's, AK",United States,Alaska,62,62.06166667,163,-163.2980556
KSM,"St. Mary's, AK",United States,Alaska,62,62.06083333,163,-163.3019444
KSR,"Sandy River, AK",United States,Alaska,56,56.24444444,160,-160.3863889
KTB,"Thorne Bay, AK",United States,Alaska,55,55.68833333,132,-132.535
KTH,"Tikchik Lodge, AK",United States,Alaska,59,59.95555556,158,-158.4805556
KTN,"Ketchikan, AK",United States,Alaska,55,55.35833333,131,-131.7166667
KTN,"Ketchikan, AK",United States,Alaska,55,55.35416667,131,-131.7111111
KTS,"Brevig Mission, AK",United States,Alaska,65,65.32944444,166,-166.4716667
KTS,"Brevig Mission, AK",United States,Alaska,65,65.33138889,166,-166.4658333
KUK,"Kasigluk, AK",United States,Alaska,60,60.87277778,162,-162.5225
KUK,"Kasigluk, AK",United States,Alaska,60,60.87333333,162,-162.5244444
KUW,"Kugururok River, AK",United States,Alaska,68,68.30694444,161,-161.4
KVC,"King Cove, AK",United States,Alaska,55,55.055,162,-162.3133333
KVC,"King Cove, AK",United States,Alaska,55,55.11638889,162,-162.2661111
KVL,"Kivalina, AK",United States,Alaska,67,67.73611111,164,-164.5636111
KVL,"Kivalina, AK",United States,Alaska,67,67.73166667,164,-164.5472222
KWF,"Waterfall, AK",United States,Alaska,55,55.29722222,133,-133.2405556
KWK,"Kwigillingok, AK",United States,Alaska,59,59.83333333,163,-163.1333333
KWK,"Kwigillingok, AK",United States,Alaska,59,59.87638889,163,-163.1686111
KWK,"Kwigillingok, AK",United States,Alaska,59,59.87555556,163,-163.1680556
KWK,"Kwigillingok, AK",United States,Alaska,59,59.87638889,163,-163.1686111
KWK,"Kwigillingok, AK",United States,Alaska,59,59.87555556,163,-163.1680556
KWN,"Quinhagak, AK",United States,Alaska,59,59.76111111,161,-161.8625
KWN,"Quinhagak, AK",United States,Alaska,59,59.755,161,-161.8452778
KWP,"West Point, AK",United States,Alaska,57,57.76694444,153,-153.55
KWT,"Kwethluk, AK",United States,Alaska,60,60.80888889,161,-161.4375
KWT,"Kwethluk, AK",United States,Alaska,60,60.79027778,161,-161.4436111
KXA,"Kasaan, AK",United States,Alaska,55,55.53777778,132,-132.3958333
KY1,"Danville, KY",United States,Kentucky,37,37.56861111,84,-84.77222222
KY1,"Danville, KY",United States,Kentucky,37,37.5775,84,-84.76944444
KY2,"Sturgis, KY",United States,Kentucky,37,37.54583333,87,-87.95305556
KY2,"Sturgis, KY",United States,Kentucky,37,37.54166667,87,-87.95444444
KY3,"Mount Sterling, KY",United States,Kentucky,38,38.05805556,83,-83.97944444
KY4,"Henderson, KY",United States,Kentucky,37,37.80777778,87,-87.68555556
KY4,"Henderson, KY",United States,Kentucky,37,37.80777778,87,-87.68583333
KY5,"Madisonville, KY",United States,Kentucky,37,37.355,87,-87.39944444
KY5,"Madisonville, KY",United States,Kentucky,37,37.35583333,87,-87.39833333
KY5,"Madisonville, KY",United States,Kentucky,37,37.35583333,87,-87.39833333
KY5,"Madisonville, KY",United States,Kentucky,37,37.35583333,87,-87.39833333
KY5,"Madisonville, KY",United States,Kentucky,37,37.35583333,87,-87.39833333
KY6,"Mayfield, KY",United States,Kentucky,36,36.76972222,88,-88.58472222
KYC,"Yankee Creek, AK",United States,Alaska,63,63.0025,156,-156.3655556
KYC,"Yankee Creek, AK",United States,Alaska,63,63.00194444,156,-156.3672222
KYK,"Karluk, AK",United States,Alaska,57,57.56611111,154,-154.45
KYK,"Karluk, AK",United States,Alaska,57,57.56611111,154,-154.4538889
KYU,"Koyukuk, AK",United States,Alaska,64,64.87805556,157,-157.7130556
KYU,"Koyukuk, AK",United States,Alaska,64,64.87583333,157,-157.7305556
KZB,"Zachar Bay, AK",United States,Alaska,57,57.55,153,-153.75
KZH,"Kizhuyak, AK",United States,Alaska,57,57.58305556,153,-153.15
L41,"Marble Canyon, AZ",United States,Arizona,36,36.8125,111,-111.6466667
L41,"Marble Canyon, AZ",United States,Arizona,36,36.81083333,111,-111.6444444
LA1,"Notchitoches, LA",United States,Louisiana,31,31.73583333,93,-93.09916667
LA2,"Hammond, LA",United States,Louisiana,30,30.52166667,90,-90.41833333
LA3,"Reserve, LA",United States,Louisiana,30,30.0875,90,-90.58277778
LA3,"Reserve, LA",United States,Louisiana,30,30.08694444,90,-90.58277778
LA3,"Reserve, LA",United States,Louisiana,30,30.0875,90,-90.58277778
LAA,"Lamar, CO",United States,Colorado,38,38.06861111,102,-102.6902778
LAA,"Lamar, CO",United States,Colorado,38,38.06972222,102,-102.6886111
LAF,"Lafayette, IN",United States,Indiana,40,40.41194444,86,-86.93361111
LAF,"Lafayette, IN",United States,Indiana,40,40.41194444,86,-86.93361111
LAF,"Lafayette, IN",United States,Indiana,40,40.41222222,86,-86.93694444
LAL,"Lakeland, FL",United States,Florida,27,27.98888889,82,-82.01472222
LAL,"Lakeland, FL",United States,Florida,27,27.98888889,82,-82.01861111
LAM,"Los Alamos, NM",United States,New Mexico,35,35.87972222,106,-106.2694444
LAM,"Los Alamos, NM",United States,New Mexico,35,35.87972222,106,-106.2686111
LAM,"Los Alamos, NM",United States,New Mexico,35,35.87972222,106,-106.2694444
LAM,"Los Alamos, NM",United States,New Mexico,35,35.87972222,106,-106.2686111
LAN,"Lansing, MI",United States,Michigan,42,42.77916667,84,-84.58833333
LAN,"Lansing, MI",United States,Michigan,42,42.77916667,84,-84.58833333
LAN,"Lansing, MI",United States,Michigan,42,42.77861111,84,-84.58611111
LAR,"Laramie, WY",United States,Wyoming,41,41.31361111,105,-105.6730556
LAR,"Laramie, WY",United States,Wyoming,41,41.31194444,105,-105.675
LAS,"Las Vegas, NV",United States,Nevada,36,36.08,115,-115.1522222
LAS,"Las Vegas, NV",United States,Nevada,36,36.07972222,115,-115.1588889
LAS,"Las Vegas, NV",United States,Nevada,36,36.08,115,-115.1522222
LAW,"Lawton/Fort Sill, OK",United States,Oklahoma,34,34.56972222,98,-98.41611111
LAW,"Lawton/Fort Sill, OK",United States,Oklahoma,34,34.56777778,98,-98.41666667
LAX,"Los Angeles, CA",United States,California,33,33.9425,118,-118.4080556
LAX,"Los Angeles, CA",United States,California,33,33.9425,118,-118.4072222
LAX,"Los Angeles, CA",United States,California,33,33.9425,118,-118.4080556
LAX,"Los Angeles, CA",United States,California,33,33.9425,118,-118.4072222
LAX,"Los Angeles, CA",United States,California,33,33.94277778,118,-118.4086111
LAX,"Los Angeles, CA",United States,California,33,33.9425,118,-118.4080556
LAX,"Los Angeles, CA",United States,California,33,33.9425,118,-118.4072222
LAX,"Los Angeles, CA",United States,California,33,33.9425,118,-118.4080556
LBB,"Lubbock, TX",United States,Texas,33,33.66222222,101,-101.8227778
LBB,"Lubbock, TX",United States,Texas,33,33.66361111,101,-101.8222222
LBB,"Lubbock, TX",United States,Texas,33,33.66361111,101,-101.8222222
LBB,"Lubbock, TX",United States,Texas,33,33.66361111,101,-101.8227778
LBB,"Lubbock, TX",United States,Texas,33,33.66361111,101,-101.8205556
LBB,"Lubbock, TX",United States,Texas,33,33.66361111,101,-101.8227778
LBB,"Lubbock, TX",United States,Texas,33,33.66361111,101,-101.8205556
LBE,"Latrobe, PA",United States,Pennsylvania,40,40.27638889,79,-79.40277778
LBE,"Latrobe, PA",United States,Pennsylvania,40,40.27638889,79,-79.40277778
LBE,"Latrobe, PA",United States,Pennsylvania,40,40.27472222,79,-79.40666667
LBE,"Latrobe, PA",United States,Pennsylvania,40,40.27305556,79,-79.41027778
LBE,"Latrobe, PA",United States,Pennsylvania,40,40.27472222,79,-79.40666667
LBE,"Latrobe, PA",United States,Pennsylvania,40,40.27305556,79,-79.41027778
LBF,"North Platte, NE",United States,Nebraska,41,41.12833333,100,-100.6966667
LBF,"North Platte, NE",United States,Nebraska,41,41.12611111,100,-100.6836111
LBL,"Liberal, KS",United States,Kansas,37,37.04444444,100,-100.9605556
LBL,"Liberal, KS",United States,Kansas,37,37.04416667,100,-100.9597222
LBL,"Liberal, KS",United States,Kansas,37,37.04388889,100,-100.96
LBL,"Liberal, KS",United States,Kansas,37,37.04416667,100,-100.9597222
LBL,"Liberal, KS",United States,Kansas,37,37.04388889,100,-100.96
LBT,"Lumberton, NC",United States,North Carolina,34,34.61111111,79,-79.05777778
LBT,"Lumberton, NC",United States,North Carolina,34,34.60972222,79,-79.05944444
LBT,"Lumberton, NC",United States,North Carolina,34,34.60972222,79,-79.05944444
LBT,"Lumberton, NC",United States,North Carolina,34,34.60972222,79,-79.05944444
LBT,"Lumberton, NC",United States,North Carolina,34,34.60972222,79,-79.05944444
LCH,"Lake Charles, LA",United States,Louisiana,30,30.13111111,93,-93.22555556
LCH,"Lake Charles, LA",United States,Louisiana,30,30.12916667,93,-93.22805556
LCH,"Lake Charles, LA",United States,Louisiana,30,30.12611111,93,-93.22333333
LCI,"Laconia, NH",United States,New Hampshire,43,43.57138889,71,-71.42111111
LCI,"Laconia, NH",United States,New Hampshire,43,43.57305556,71,-71.41777778
LCK,"Columbus, OH",United States,Ohio,39,39.81416667,82,-82.93222222
LCK,"Columbus, OH",United States,Ohio,39,39.81361111,82,-82.92777778
LCK,"Columbus, OH",United States,Ohio,39,39.81388889,82,-82.92777778
LDJ,"Linden, NJ",United States,New Jersey,40,40.6175,74,-74.245
LDJ,"Linden, NJ",United States,New Jersey,40,40.6175,74,-74.24472222
LDJ,"Linden, NJ",United States,New Jersey,40,40.6175,74,-74.24444444
LDJ,"Linden, NJ",United States,New Jersey,40,40.6175,74,-74.24472222
LDJ,"Linden, NJ",United States,New Jersey,40,40.6175,74,-74.24444444
LDM,"Ludington, MI",United States,Michigan,43,43.96222222,86,-86.40972222
LDM,"Ludington, MI",United States,Michigan,43,43.96222222,86,-86.40972222
LDM,"Ludington, MI",United States,Michigan,43,43.9625,86,-86.40805556
LEB,"Lebanon-Hanover, NH",United States,New Hampshire,43,43.62805556,72,-72.30583333
LEB,"Lebanon-Hanover, NH",United States,New Hampshire,43,43.62611111,72,-72.30416667
LEE,"Leesburg, FL",United States,Florida,28,28.82277778,81,-81.80916667
LEE,"Leesburg, FL",United States,Florida,28,28.82277778,81,-81.80833333
LEW,"Lewiston/Auburn, ME",United States,Maine,44,44.0475,70,-70.28388889
LEW,"Lewiston/Auburn, ME",United States,Maine,44,44.04833333,70,-70.28361111
LEX,"Lexington, KY",United States,Kentucky,38,38.03972222,84,-84.60222222
LEX,"Lexington, KY",United States,Kentucky,38,38.03694444,84,-84.60527778
LEX,"Lexington, KY",United States,Kentucky,38,38.03666667,84,-84.60861111
LFI,"Newport News/Hampton, VA",United States,Virginia,37,37.08277778,76,-76.36083333
LFI,"Newport News/Hampton, VA",United States,Virginia,37,37.08277778,76,-76.36055556
LFK,"Lufkin, TX",United States,Texas,31,31.23416667,94,-94.75027778
LFK,"Lufkin, TX",United States,Texas,31,31.23388889,94,-94.75
LFK,"Lufkin, TX",United States,Texas,31,31.23416667,94,-94.75
LFK,"Lufkin, TX",United States,Texas,31,31.23388889,94,-94.75
LFK,"Lufkin, TX",United States,Texas,31,31.23416667,94,-94.75
LFT,"Lafayette, LA",United States,Louisiana,30,30.20472222,91,-91.9875
LFT,"Lafayette, LA",United States,Louisiana,30,30.20527778,91,-91.9875
LFT,"Lafayette, LA",United States,Louisiana,30,30.205,91,-91.98777778
LFT,"Lafayette, LA",United States,Louisiana,30,30.205,91,-91.98777778
LFT,"Lafayette, LA",United States,Louisiana,30,30.20527778,91,-91.9875
LFT,"Lafayette, LA",United States,Louisiana,30,30.205,91,-91.98777778
LGA,"New York, NY",United States,New York,40,40.77944444,73,-73.87583333
LGA,"New York, NY",United States,New York,40,40.77722222,73,-73.8725
LGA,"New York, NY",United States,New York,40,40.77722222,73,-73.8725
LGA,"New York, NY",United States,New York,40,40.77722222,73,-73.8725
LGB,"Long Beach, CA",United States,California,33,33.8175,118,-118.1511111
LGB,"Long Beach, CA",United States,California,33,33.81777778,118,-118.1516667
LGB,"Long Beach, CA",United States,California,33,33.8175,118,-118.1513889
LGB,"Long Beach, CA",United States,California,33,33.81777778,118,-118.1513889
LGB,"Long Beach, CA",United States,California,33,33.81777778,118,-118.1516667
LGB,"Long Beach, CA",United States,California,33,33.81777778,118,-118.1513889
LGC,"LaGrange, GA",United States,Georgia,33,33.00861111,85,-85.07277778
LGC,"LaGrange, GA",United States,Georgia,33,33.00888889,85,-85.0725
LGD,"La Grande, OR",United States,Oregon,45,45.28944444,118,-118.005
LGD,"La Grande, OR",United States,Oregon,45,45.29027778,118,-118.0072222
LGD,"La Grande, OR",United States,Oregon,45,45.28972222,118,-118.0063889
LGD,"La Grande, OR",United States,Oregon,45,45.28944444,118,-118.0061111
LGD,"La Grande, OR",United States,Oregon,45,45.29027778,118,-118.0072222
LGD,"La Grande, OR",United States,Oregon,45,45.28944444,118,-118.0061111
LGM,"Longmont, CO",United States,Colorado,40,40.16166667,105,-105.1613889
LGU,"Logan, UT",United States,Utah,41,41.7875,111,-111.855
LGU,"Logan, UT",United States,Utah,41,41.79138889,111,-111.8516667
LHB,"Lost Harbor, AK",United States,Alaska,54,54.22611111,165,-165.6111111
LHQ,"Lancaster, OH",United States,Ohio,39,39.75555556,82,-82.65722222
LHU,"Lake Havasu City, AZ",United States,Arizona,34,34.45833333,114,-114.3611111
LHV,"Lock Haven, PA",United States,Pennsylvania,41,41.13555556,77,-77.42222222
LHV,"Lock Haven, PA",United States,Pennsylvania,41,41.13583333,77,-77.42222222
LHV,"Lock Haven, PA",United States,Pennsylvania,41,41.13555556,77,-77.42222222
LHV,"Lock Haven, PA",United States,Pennsylvania,41,41.13583333,77,-77.42222222
LHX,"La Junta, CO",United States,Colorado,38,38.05083333,103,-103.5113889
LHX,"La Junta, CO",United States,Colorado,38,38.05,103,-103.5097222
LIA,"Lima, OH",United States,Ohio,40,40.7625,84,-84.17916667
LIC,"Limon, CO",United States,Colorado,39,39.27277778,103,-103.6658333
LIC,"Limon, CO",United States,Colorado,39,39.27472222,103,-103.6658333
LIH,"Lihue, HI",United States,Hawaii,21,21.97916667,159,-159.3458333
LIH,"Lihue, HI",United States,Hawaii,21,21.97611111,159,-159.3388889
LIJ,"Long Island, AK",United States,Alaska,54,54.9,132,-132.75
LIT,"Little Rock, AR",United States,Arkansas,34,34.72916667,92,-92.23444444
LIT,"Little Rock, AR",United States,Arkansas,34,34.72888889,92,-92.22472222
LIT,"Little Rock, AR",United States,Arkansas,34,34.72944444,92,-92.22472222
LIT,"Little Rock, AR",United States,Arkansas,34,34.72944444,92,-92.22472222
LIT,"Little Rock, AR",United States,Arkansas,34,34.72944444,92,-92.22472222
LIT,"Little Rock, AR",United States,Arkansas,34,34.72944444,92,-92.22472222
LIV,"Livengood, AK",United States,Alaska,65,65.53111111,148,-148.5411111
LIY,"Hinesville, GA",United States,Georgia,31,31.89,81,-81.56111111
LIY,"Hinesville, GA",United States,Georgia,31,31.88833333,81,-81.56166667
LIZ,"Limestone, ME",United States,Maine,46,46.95027778,67,-67.88611111
LIZ,"Limestone, ME",United States,Maine,46,46.95027778,67,-67.88611111
LIZ,"Limestone, ME",United States,Maine,46,46.95055556,67,-67.88583333
LJN,"Lake Jackson, TX",United States,Texas,29,29.03833333,95,-95.45694444
LJY,"Lebanon, MO",United States,Missouri,37,37.64833333,92,-92.6525
LJY,"Lebanon, MO",United States,Missouri,37,37.64444444,92,-92.6525
LKE,"Seattle, WA",United States,Washington,47,47.62888889,122,-122.3386111
LKK,"Kulik Lake, AK",United States,Alaska,58,58.9675,155,-155.095
LKK,"Kulik Lake, AK",United States,Alaska,58,58.98194444,155,-155.1213889
LKK,"Kulik Lake, AK",United States,Alaska,58,58.965,155,-155.0955556
LKK,"Kulik Lake, AK",United States,Alaska,58,58.98194444,155,-155.1213889
LKK,"Kulik Lake, AK",United States,Alaska,58,58.965,155,-155.0955556
LKP,"Lake Placid, NY",United States,New York,44,44.26444444,73,-73.96166667
LKP,"Lake Placid, NY",United States,New York,44,44.26444444,73,-73.96194444
LKV,"Lakeview, OR",United States,Oregon,42,42.16111111,120,-120.3980556
LKV,"Lakeview, OR",United States,Oregon,42,42.16111111,120,-120.3991667
LLX,"Lyndonville, VT",United States,Vermont,44,44.56916667,72,-72.01805556
LLY,"Mount Holly, NJ",United States,New Jersey,39,39.94277778,74,-74.84583333
LLY,"Mount Holly, NJ",United States,New Jersey,39,39.94333333,74,-74.84361111
LMA,"Lake Minchumina, AK",United States,Alaska,63,63.88611111,152,-152.3019444
LMA,"Lake Minchumina, AK",United States,Alaska,63,63.88583333,152,-152.3019444
LMA,"Lake Minchumina, AK",United States,Alaska,63,63.88611111,152,-152.3019444
LMA,"Lake Minchumina, AK",United States,Alaska,63,63.88583333,152,-152.3019444
LMS,"Louisville, MS",United States,Mississippi,33,33.14277778,89,-89.06111111
LMS,"Louisville, MS",United States,Mississippi,33,33.14611111,89,-89.0625
LMT,"Klamath Falls, OR",United States,Oregon,42,42.16305556,121,-121.7358333
LMT,"Klamath Falls, OR",United States,Oregon,42,42.15611111,121,-121.7330556
LMT,"Klamath Falls, OR",United States,Oregon,42,42.15611111,121,-121.7330556
LMT,"Klamath Falls, OR",United States,Oregon,42,42.15611111,121,-121.7330556
LMT,"Klamath Falls, OR",United States,Oregon,42,42.15611111,121,-121.7330556
LND,"Lander, WY",United States,Wyoming,42,42.81527778,108,-108.7294444
LND,"Lander, WY",United States,Wyoming,42,42.81527778,108,-108.7297222
LND,"Lander, WY",United States,Wyoming,42,42.81555556,108,-108.7283333
LND,"Lander, WY",United States,Wyoming,42,42.81527778,108,-108.7297222
LND,"Lander, WY",United States,Wyoming,42,42.81555556,108,-108.7283333
LNI,"Lonely, AK",United States,Alaska,70,70.91111111,153,-153.2388889
LNI,"Lonely, AK",United States,Alaska,70,70.91083333,153,-153.2422222
LNK,"Lincoln, NE",United States,Nebraska,40,40.85083333,96,-96.75888889
LNK,"Lincoln, NE",United States,Nebraska,40,40.85083333,96,-96.75916667
LNL,"Land O' Lakes, WI",United States,Wisconsin,46,46.15,89,-89.21666667
LNL,"Land O' Lakes, WI",United States,Wisconsin,46,46.15388889,89,-89.21194444
LNL,"Land O' Lakes, WI",United States,Wisconsin,46,46.15416667,89,-89.21194444
LNL,"Land O' Lakes, WI",United States,Wisconsin,46,46.15388889,89,-89.21194444
LNL,"Land O' Lakes, WI",United States,Wisconsin,46,46.15416667,89,-89.21194444
LNP,"Wise, VA",United States,Virginia,36,36.98583333,82,-82.53305556
LNP,"Wise, VA",United States,Virginia,36,36.9875,82,-82.53
LNR,"Lone Rock, WI",United States,Wisconsin,43,43.21194444,90,-90.17972222
LNS,"Lancaster, PA",United States,Pennsylvania,40,40.12111111,76,-76.29972222
LNS,"Lancaster, PA",United States,Pennsylvania,40,40.12222222,76,-76.29444444
LNT,"Lanett, AL",United States,Alabama,32,32.82222222,85,-85.23333333
LNT,"Lanett, AL",United States,Alabama,32,32.81194444,85,-85.22944444
LNT,"Lanett, AL",United States,Alabama,32,32.81194444,85,-85.22972222
LNT,"Lanett, AL",United States,Alabama,32,32.81194444,85,-85.22944444
LNT,"Lanett, AL",United States,Alabama,32,32.81194444,85,-85.22972222
LNY,"Lanai, HI",United States,Hawaii,20,20.78472222,156,-156.9494444
LNY,"Lanai, HI",United States,Hawaii,20,20.78555556,156,-156.9513889
LOI,"Laredo, TX",United States,Texas,27,27.61555556,99,-99.52
LOL,"Lovelock, NV",United States,Nevada,40,40.06805556,118,-118.5616667
LOL,"Lovelock, NV",United States,Nevada,40,40.06638889,118,-118.5652778
LOL,"Lovelock, NV",United States,Nevada,40,40.06638889,118,-118.565
LOL,"Lovelock, NV",United States,Nevada,40,40.06638889,118,-118.5652778
LOL,"Lovelock, NV",United States,Nevada,40,40.06638889,118,-118.565
LOT,"Chicago/Romeoville, IL",United States,Illinois,41,41.60805556,88,-88.09611111
LOU,"Louisville, KY",United States,Kentucky,38,38.22722222,85,-85.66361111
LOU,"Louisville, KY",United States,Kentucky,38,38.22805556,85,-85.66361111
LOZ,"London/Corbin, KY",United States,Kentucky,37,37.08722222,84,-84.07694444
LOZ,"London/Corbin, KY",United States,Kentucky,37,37.08694444,84,-84.0775
LPC,"Lompoc, CA",United States,California,34,34.66611111,120,-120.4655556
LPC,"Lompoc, CA",United States,California,34,34.66555556,120,-120.4675
LPO,"La Porte, IN",United States,Indiana,41,41.57277778,86,-86.73416667
LPO,"La Porte, IN",United States,Indiana,41,41.5725,86,-86.73444444
LPR,"Lorain/Elyria, OH",United States,Ohio,41,41.34416667,82,-82.17777778
LPS,"Lopez Island, WA",United States,Washington,48,48.48277778,122,-122.9355556
LPS,"Lopez Island, WA",United States,Washington,48,48.48388889,122,-122.9377778
LPW,"Little Port Walter, AK",United States,Alaska,56,56.38333333,134,-134.8333333
LQK,"Pickens, SC",United States,South Carolina,34,34.81,82,-82.70277778
LRD,"Laredo, TX",United States,Texas,27,27.54472222,99,-99.46111111
LRD,"Laredo, TX",United States,Texas,27,27.54472222,99,-99.46111111
LRD,"Laredo, TX",United States,Texas,27,27.54388889,99,-99.46166667
LRD,"Laredo, TX",United States,Texas,27,27.54416667,99,-99.46166667
LRD,"Laredo, TX",United States,Texas,27,27.54388889,99,-99.46166667
LRD,"Laredo, TX",United States,Texas,27,27.54416667,99,-99.46166667
LRF,"Jacksonville, AR",United States,Arkansas,34,34.91638889,92,-92.14611111
LRF,"Jacksonville, AR",United States,Arkansas,34,34.91833333,92,-92.14305556
LRF,"Jacksonville, AR",United States,Arkansas,34,34.9175,92,-92.145
LRF,"Jacksonville, AR",United States,Arkansas,34,34.91833333,92,-92.14305556
LRF,"Jacksonville, AR",United States,Arkansas,34,34.9175,92,-92.145
LRG,"Loring, AK",United States,Alaska,55,55.60166667,131,-131.635
LRN,"Moses Lake, WA",United States,Washington,47,47.14305556,119,-119.2402778
LRO,"Lathrop, CA",United States,California,37,37.83666667,121,-121.2722222
LRU,"Las Cruces, NM",United States,New Mexico,32,32.29083333,106,-106.9216667
LRU,"Las Cruces, NM",United States,New Mexico,32,32.28944444,106,-106.9219444
LSD,"Lexington, KY",United States,Kentucky,38,38.09111111,84,-84.31666667
LSE,"La Crosse, WI",United States,Wisconsin,43,43.87722222,91,-91.25638889
LSE,"La Crosse, WI",United States,Wisconsin,43,43.87916667,91,-91.25666667
LSE,"La Crosse, WI",United States,Wisconsin,43,43.87916667,91,-91.25666667
LSE,"La Crosse, WI",United States,Wisconsin,43,43.87916667,91,-91.25666667
LSE,"La Crosse, WI",United States,Wisconsin,43,43.87916667,91,-91.25666667
LSF,"Columbus, GA",United States,Georgia,32,32.33777778,84,-84.99222222
LSF,"Columbus, GA",United States,Georgia,32,32.33722222,84,-84.99138889
LSF,"Columbus, GA",United States,Georgia,32,32.33166667,84,-84.98722222
LSF,"Columbus, GA",United States,Georgia,32,32.33722222,84,-84.99138889
LSF,"Columbus, GA",United States,Georgia,32,32.33166667,84,-84.98722222
LSN,"Los Banos, CA",United States,California,37,37.06305556,120,-120.8691667
LSN,"Los Banos, CA",United States,California,37,37.06388889,120,-120.8697222
LSR,"Lost River, AK",United States,Alaska,65,65.39611111,167,-167.1630556
LSV,"Las Vegas, NV",United States,Nevada,36,36.23388889,115,-115.0336111
LSV,"Las Vegas, NV",United States,Nevada,36,36.23611111,115,-115.0341667
LTS,"Altus, OK",United States,Oklahoma,34,34.66388889,99,-99.27361111
LTS,"Altus, OK",United States,Oklahoma,34,34.66638889,99,-99.26805556
LUF,"Phoenix, AZ",United States,Arizona,33,33.535,112,-112.3830556
LUK,"Cincinnati, OH",United States,Ohio,39,39.10277778,84,-84.42138889
LUK,"Cincinnati, OH",United States,Ohio,39,39.10333333,84,-84.41861111
LUL,"Laurel, MS",United States,Mississippi,31,31.66888889,89,-89.17027778
LUL,"Laurel, MS",United States,Mississippi,31,31.67305556,89,-89.17277778
LUP,"Kalaupapa, HI",United States,Hawaii,21,21.21111111,156,-156.9744444
LUP,"Kalaupapa, HI",United States,Hawaii,21,21.21111111,156,-156.9736111
LUR,"Cape Lisburne, AK",United States,Alaska,68,68.87583333,166,-166.1069444
LUR,"Cape Lisburne, AK",United States,Alaska,68,68.875,166,-166.1111111
LVD,"Lime Village, AK",United States,Alaska,61,61.35916667,155,-155.4402778
LVD,"Lime Village, AK",United States,Alaska,61,61.35861111,155,-155.4402778
LVK,"Livermore, CA",United States,California,37,37.69333333,121,-121.8202778
LVK,"Livermore, CA",United States,California,37,37.69361111,121,-121.8202778
LVM,"Livingston, MT",United States,Montana,45,45.66666667,110,-110.5666667
LVS,"Las Vegas, NM",United States,New Mexico,35,35.65416667,105,-105.1425
LWB,"Lewisburg, WV",United States,West Virginia,37,37.85972222,80,-80.39861111
LWB,"Lewisburg, WV",United States,West Virginia,37,37.85833333,80,-80.39944444
LWC,"Lawrence, KS",United States,Kansas,39,39.00916667,95,-95.2175
LWC,"Lawrence, KS",United States,Kansas,39,39.01111111,95,-95.21638889
LWF,"Lawrenceburg, TN",United States,Tennessee,35,35.23416667,87,-87.25805556
LWF,"Lawrenceburg, TN",United States,Tennessee,35,35.23444444,87,-87.25805556
LWF,"Lawrenceburg, TN",United States,Tennessee,35,35.23416667,87,-87.25805556
LWF,"Lawrenceburg, TN",United States,Tennessee,35,35.23444444,87,-87.25805556
LWL,"Wells, NV",United States,Nevada,41,41.11388889,114,-114.9233333
LWL,"Wells, NV",United States,Nevada,41,41.11722222,114,-114.9222222
LWM,"Lawrence, MA",United States,Massachusetts,42,42.7175,71,-71.1225
LWM,"Lawrence, MA",United States,Massachusetts,42,42.71722222,71,-71.12333333
LWM,"Lawrence, MA",United States,Massachusetts,42,42.71722222,71,-71.12361111
LWM,"Lawrence, MA",United States,Massachusetts,42,42.71722222,71,-71.12333333
LWM,"Lawrence, MA",United States,Massachusetts,42,42.71722222,71,-71.12361111
LWS,"Lewiston, ID",United States,Idaho,46,46.37472222,117,-117.0144444
LWS,"Lewiston, ID",United States,Idaho,46,46.37444444,117,-117.0152778
LWT,"Lewistown, MT",United States,Montana,47,47.05111111,109,-109.4711111
LWT,"Lewistown, MT",United States,Montana,47,47.04916667,109,-109.4666667
LWV,"Lawrenceville, IL",United States,Illinois,38,38.76305556,87,-87.60111111
LWV,"Lawrenceville, IL",United States,Illinois,38,38.76416667,87,-87.60555556
LXN,"Lexington, NE",United States,Nebraska,40,40.79055556,99,-99.77583333
LXV,"Leadville, CO",United States,Colorado,39,39.21944444,106,-106.3163889
LXV,"Leadville, CO",United States,Colorado,39,39.22027778,106,-106.3161111
LYH,"Lynchburg, VA",United States,Virginia,37,37.32694444,79,-79.20111111
LYH,"Lynchburg, VA",United States,Virginia,37,37.32666667,79,-79.20111111
LYU,"Ely, MN",United States,Minnesota,47,47.82444444,91,-91.83083333
LYU,"Ely, MN",United States,Minnesota,47,47.82388889,91,-91.82944444
LYU,"Ely, MN",United States,Minnesota,47,47.82444444,91,-91.83083333
LYU,"Ely, MN",United States,Minnesota,47,47.82388889,91,-91.82944444
